station_name,PORT HARDY A
province,BRITISH COLUMBIA
latitude,50.68
longitude,-127.37
elevation,21.60
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2013-09-02,2013,09,02,‡,20.4,,11.8,,16.1,,1.9,,0.0,,2.8,,0.0,,2.8,,,,,M,<31,
2013-09-03,2013,09,03,‡,15.9,,12.1,,14.0,,4.0,,0.0,,1.6,,0.0,,1.6,,,,,M,50,
2013-09-04,2013,09,04,‡,19.1,,12.7,,15.9,,2.1,,0.0,,0.0,T,0.0,,0.0,T,,,,M,57,
2013-09-05,2013,09,05,‡,20.3,,8.5,,14.4,,3.6,,0.0,,0.0,,0.0,,0.0,,,,,M,35,
2013-09-06,2013,09,06,‡,16.1,,9.5,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-07,2013,09,07,‡,15.3,,9.7,,12.5,,5.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-08,2013,09,08,‡,17.5,,12.0,,14.8,,3.2,,0.0,,1.0,,0.0,,1.0,,,,,M,<31,
2013-09-09,2013,09,09,‡,17.0,,10.2,,13.6,,4.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-10,2013,09,10,‡,18.9,,7.9,,13.4,,4.6,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-11,2013,09,11,‡,24.6,,7.5,,16.1,,1.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-12,2013,09,12,‡,19.8,,9.4,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-13,2013,09,13,‡,15.3,,11.6,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-14,2013,09,14,‡,15.7,,10.1,,12.9,,5.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-15,2013,09,15,‡,15.4,,10.6,,13.0,,5.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2013-09-16,2013,09,16,‡,18.1,,10.2,,14.2,,3.8,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2013-09-17,2013,09,17,‡,16.5,,8.5,,12.5,,5.5,,0.0,,5.0,,0.0,,5.0,,,,,M,<31,
2013-09-18,2013,09,18,‡,16.1,,7.4,,11.8,,6.2,,0.0,,0.2,,0.0,,0.2,,,,,M,<31,
2013-09-19,2013,09,19,‡,18.6,,12.7,,15.7,,2.3,,0.0,,8.4,,0.0,,8.4,,,,,M,72,
2013-09-20,2013,09,20,‡,14.4,,11.6,,13.0,,5.0,,0.0,,23.0,,0.0,,23.0,,,,,M,56,
2013-09-21,2013,09,21,‡,17.7,,9.5,,13.6,,4.4,,0.0,,0.4,,0.0,,0.4,,,,,M,35,
2013-09-22,2013,09,22,‡,14.3,,8.5,,11.4,,6.6,,0.0,,23.0,,0.0,,23.0,,,,,M,50,
2013-09-23,2013,09,23,‡,15.0,,6.8,,10.9,,7.1,,0.0,,16.0,,0.0,,16.0,,,,,M,37,
2013-09-24,2013,09,24,‡,12.8,,3.5,,8.2,,9.8,,0.0,,1.0,,0.0,,1.0,,,,,M,52,
2013-09-25,2013,09,25,‡,13.7,,3.4,,8.6,,9.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-09-26,2013,09,26,‡,12.4,,8.1,,10.3,,7.7,,0.0,,9.2,,0.0,,9.2,,,,,M,<31,
2013-09-27,2013,09,27,‡,12.3,,8.2,,10.3,,7.7,,0.0,,10.6,,0.0,,10.6,,,,,M,43,
2013-09-28,2013,09,28,‡,12.3,,9.0,,10.7,,7.3,,0.0,,46.2,,0.0,,46.2,,,,,M,61,
2013-09-29,2013,09,29,‡,11.9,,8.3,,10.1,,7.9,,0.0,,25.0,,0.0,,25.0,,,,,M,63,
2013-09-30,2013,09,30,‡,11.1,,7.0,,9.1,,8.9,,0.0,,17.0,,0.0,,17.0,,,,,M,37,
2013-10-01,2013,10,01,‡,12.4,,5.2,,8.8,,9.2,,0.0,,4.8,,0.0,,4.8,,,,,M,39,
2013-10-02,2013,10,02,‡,11.4,,2.8,,7.1,,10.9,,0.0,,6.2,,0.0,,6.2,,,,,M,70,
2013-10-03,2013,10,03,‡,11.1,,1.1,,6.1,,11.9,,0.0,,0.4,,0.0,,0.4,,,,,M,<31,
2013-10-04,2013,10,04,‡,10.5,,8.6,,9.6,,8.4,,0.0,,31.0,,0.0,,31.0,,,,,M,48,
2013-10-05,2013,10,05,‡,12.1,,9.4,,10.8,,7.2,,0.0,,14.0,,0.0,,14.0,,,,,M,44,
2013-10-06,2013,10,06,‡,16.3,,10.7,,13.5,,4.5,,0.0,,2.4,,0.0,,2.4,,,,,M,56,
2013-10-07,2013,10,07,‡,13.0,,8.8,,10.9,,7.1,,0.0,,8.4,,0.0,,8.4,,,,,M,41,
2013-10-08,2013,10,08,‡,12.8,,5.3,,9.1,,8.9,,0.0,,3.2,,0.0,,3.2,,,,,M,46,
2013-10-09,2013,10,09,‡,9.4,,4.3,,6.9,,11.1,,0.0,,6.4,,0.0,,6.4,,,,,M,<31,
2013-10-10,2013,10,10,‡,12.5,,4.6,,8.6,,9.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,33,
2013-10-11,2013,10,11,‡,8.8,,2.8,,5.8,,12.2,,0.0,,4.2,,0.0,,4.2,,,,,M,<31,
2013-10-12,2013,10,12,‡,9.8,,2.9,,6.4,,11.6,,0.0,,0.4,,0.0,,0.4,,,,,M,<31,
2013-10-13,2013,10,13,‡,10.5,,4.1,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-10-14,2013,10,14,‡,11.1,,4.1,,7.6,,10.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-10-15,2013,10,15,‡,11.2,,3.7,,7.5,,10.5,,0.0,,1.0,,0.0,,1.0,,,,,M,<31,
2013-10-16,2013,10,16,‡,11.1,,6.8,,9.0,,9.0,,0.0,,0.4,,0.0,,0.4,,,,,M,<31,
2013-10-17,2013,10,17,‡,9.2,,7.7,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-10-18,2013,10,18,‡,8.6,,7.2,,7.9,,10.1,,0.0,,0.6,,0.0,,0.6,,,,,M,<31,
2013-10-19,2013,10,19,‡,8.9,,7.8,,8.4,,9.6,,0.0,,0.8,,0.0,,0.8,,,,,M,<31,
2013-10-20,2013,10,20,‡,8.3,,6.4,,7.4,,10.6,,0.0,,0.4,,0.0,,0.4,,,,,M,<31,
2013-10-21,2013,10,21,‡,7.8,,5.2,,6.5,,11.5,,0.0,,1.0,,0.0,,1.0,,,,,M,<31,
2013-10-22,2013,10,22,‡,7.6,,3.6,,5.6,,12.4,,0.0,,0.4,,0.0,,0.4,,,,,M,<31,
2013-10-23,2013,10,23,‡,11.4,,1.7,,6.6,,11.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-10-24,2013,10,24,‡,10.6,,4.6,,7.6,,10.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2013-10-25,2013,10,25,‡,9.4,,6.4,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-10-26,2013,10,26,‡,10.3,,7.5,,8.9,,9.1,,0.0,,1.0,,0.0,,1.0,,,,,M,<31,
2013-10-27,2013,10,27,‡,15.1,,3.8,,9.5,,8.5,,0.0,,0.4,,0.0,,0.4,,,,,M,52,
2013-10-28,2013,10,28,‡,11.7,,0.3,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-10-29,2013,10,29,‡,9.1,,-2.0,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-10-30,2013,10,30,‡,10.2,,5.1,,7.7,,10.3,,0.0,,0.8,,0.0,,0.8,,,,,M,50,
2013-10-31,2013,10,31,‡,11.2,,7.8,,9.5,,8.5,,0.0,,4.4,,0.0,,4.4,,,,,M,<31,
2013-11-01,2013,11,01,‡,9.2,,6.5,,7.9,,10.1,,0.0,,5.6,,0.0,,5.6,,,,,M,<31,
2013-11-02,2013,11,02,‡,9.9,,6.8,,8.4,,9.6,,0.0,,1.0,,0.0,,1.0,,,,,M,74,
2013-11-03,2013,11,03,‡,9.6,,-0.2,,4.7,,13.3,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-11-04,2013,11,04,‡,6.5,,-1.0,,2.8,,15.2,,0.0,,2.8,,0.0,,2.8,,,,,M,63,
2013-11-05,2013,11,05,‡,7.5,,2.3,,4.9,,13.1,,0.0,,5.0,,0.0,,5.0,,,,,M,46,
2013-11-06,2013,11,06,‡,7.6,,3.5,,5.6,,12.4,,0.0,,14.4,,0.0,,14.4,,,,,M,67,
2013-11-07,2013,11,07,‡,8.5,,4.9,,6.7,,11.3,,0.0,,13.8,,0.0,,13.8,,,,,M,74,
2013-11-08,2013,11,08,‡,9.2,,5.3,,7.3,,10.7,,0.0,,5.8,,0.0,,5.8,,,,,M,<31,
2013-11-09,2013,11,09,‡,8.0,,-0.6,,3.7,,14.3,,0.0,,0.4,,0.0,,0.4,,,,,M,<31,
2013-11-10,2013,11,10,‡,6.9,,-0.9,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-11-11,2013,11,11,‡,8.8,,-1.2,,3.8,,14.2,,0.0,,7.4,,0.0,,7.4,,,,,M,63,
2013-11-12,2013,11,12,‡,11.9,,7.8,,9.9,,8.1,,0.0,,21.4,,0.0,,21.4,,,,,M,54,
2013-11-13,2013,11,13,‡,11.3,,6.1,,8.7,,9.3,,0.0,,1.8,,0.0,,1.8,,,,,M,<31,
2013-11-14,2013,11,14,‡,9.4,,2.2,,5.8,,12.2,,0.0,,1.2,,0.0,,1.2,,,,,M,<31,
2013-11-15,2013,11,15,‡,9.3,,4.9,,7.1,,10.9,,0.0,,24.6,,0.0,,24.6,,,,,M,72,
2013-11-16,2013,11,16,‡,7.5,,3.3,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,,M,35,
2013-11-17,2013,11,17,‡,7.8,,2.1,,5.0,,13.0,,0.0,,11.0,,0.0,,11.0,,,,,M,<31,
2013-11-18,2013,11,18,‡,4.9,,1.0,,3.0,,15.0,,0.0,,3.2,,0.0,,3.2,,,,,M,<31,
2013-11-19,2013,11,19,‡,3.3,,-2.8,,0.3,,17.7,,0.0,,1.8,,0.0,,1.8,,,,,M,41,
2013-11-20,2013,11,20,‡,4.8,,-2.8,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-11-21,2013,11,21,‡,5.9,,-1.7,,2.1,,15.9,,0.0,,0.2,,0.0,T,0.2,,,,,M,<31,
2013-11-22,2013,11,22,‡,6.4,,-2.3,,2.1,,15.9,,0.0,,0.0,,0.0,,0.0,,,,,M,37,
2013-11-23,2013,11,23,‡,9.0,,3.0,,6.0,,12.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,41,
2013-11-24,2013,11,24,‡,9.2,,1.8,,5.5,,12.5,,0.0,,0.2,,0.0,,0.2,,,,,M,<31,
2013-11-25,2013,11,25,‡,10.6,,0.8,,5.7,,12.3,,0.0,,0.0,,0.0,,0.0,,,,,M,52,
2013-11-26,2013,11,26,‡,9.2,,2.3,,5.8,,12.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,56,
2013-11-27,2013,11,27,‡,10.5,,7.8,,9.2,,8.8,,0.0,,1.4,,0.0,,1.4,,,,,M,50,
2013-11-28,2013,11,28,‡,8.9,,5.7,,7.3,,10.7,,0.0,,11.0,,0.0,,11.0,,,,,M,<31,
2013-11-29,2013,11,29,‡,7.5,,4.4,,6.0,,12.0,,0.0,,7.8,,0.0,,7.8,,,,,M,41,
2013-11-30,2013,11,30,‡,7.9,,6.8,,7.4,,10.6,,0.0,,16.0,,0.0,,16.0,,,,,M,39,
2013-12-01,2013,12,01,‡,9.2,,0.9,,5.1,,12.9,,0.0,,19.6,,0.0,,19.6,,,,,M,33,
2013-12-02,2013,12,02,‡,4.0,,-1.8,,1.1,,16.9,,0.0,,1.4,,2.0,,3.4,,,,,M,32,
2013-12-03,2013,12,03,‡,3.7,,-3.9,,-0.1,,18.1,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2013-12-04,2013,12,04,‡,2.9,,-5.5,,-1.3,,19.3,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-12-05,2013,12,05,‡,3.5,,-2.8,E,0.4,E,17.6,E,0.0,E,,M,,M,3.8,E,,,,M,,M
2013-12-06,2013,12,06,‡,1.7,,-6.1,,-2.2,,20.2,,0.0,,0.0,,0.0,,0.0,,,,,M,52,
2013-12-07,2013,12,07,‡,0.7,,-9.0,,-4.2,,22.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-12-08,2013,12,08,‡,2.1,,-7.7,,-2.8,,20.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-12-09,2013,12,09,‡,3.5,,-2.0,,0.8,,17.2,,0.0,,3.0,,0.0,T,3.0,,0,T,,M,<31,
2013-12-10,2013,12,10,‡,3.8,,0.1,,2.0,,16.0,,0.0,,1.0,,0.0,,1.0,,,,,M,48,
2013-12-11,2013,12,11,‡,4.6,,2.9,,3.8,,14.2,,0.0,,7.4,,0.0,,7.4,,,,,M,59,
2013-12-12,2013,12,12,‡,6.1,,4.2,,5.2,,12.8,,0.0,,6.8,,0.0,,6.8,,,,,M,67,
2013-12-13,2013,12,13,‡,6.8,,4.4,,5.6,,12.4,,0.0,,3.2,,0.0,,3.2,,,,,M,35,
2013-12-14,2013,12,14,‡,8.8,,6.5,,7.7,,10.3,,0.0,,21.4,,0.0,,21.4,,,,,M,54,
2013-12-15,2013,12,15,‡,10.2,,4.2,,7.2,,10.8,,0.0,,4.4,,0.0,,4.4,,,,,M,<31,
2013-12-16,2013,12,16,‡,7.2,,3.8,,5.5,,12.5,,0.0,,1.0,,0.0,,1.0,,,,,M,39,
2013-12-17,2013,12,17,‡,7.7,,3.6,,5.7,,12.3,,0.0,,10.2,,0.0,,10.2,,,,,M,46,
2013-12-18,2013,12,18,‡,4.5,,-0.6,,2.0,,16.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,80,
2013-12-19,2013,12,19,‡,2.1,,-1.8,,0.2,,17.8,,0.0,,2.8,,1.0,,3.8,,,,,M,52,
2013-12-20,2013,12,20,‡,2.8,,1.1,,2.0,,16.0,,0.0,,40.0,,0.0,,40.0,,,,,M,61,
2013-12-21,2013,12,21,‡,5.3,,0.5,,2.9,,15.1,,0.0,,11.8,,0.0,,11.8,,,,,M,35,
2013-12-22,2013,12,22,‡,5.9,,3.7,,4.8,,13.2,,0.0,,18.4,,0.0,,18.4,,,,,M,50,
2013-12-23,2013,12,23,‡,8.4,,3.8,,6.1,,11.9,,0.0,,10.4,,0.0,,10.4,,,,,M,33,
2013-12-24,2013,12,24,‡,6.0,,2.3,,4.2,,13.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2013-12-25,2013,12,25,‡,5.4,,4.1,,4.8,,13.2,,0.0,,20.8,,0.0,,20.8,,,,,M,50,
2013-12-26,2013,12,26,‡,8.0,,4.8,,6.4,,11.6,,0.0,,10.4,,0.0,,10.4,,,,,M,52,
2013-12-27,2013,12,27,‡,8.3,,2.8,,5.6,,12.4,,0.0,,13.4,,0.0,,13.4,,,,,M,56,
2013-12-28,2013,12,28,‡,5.4,,1.4,,3.4,,14.6,,0.0,,10.6,,0.0,,10.6,,,,,M,<31,
2013-12-29,2013,12,29,‡,5.7,,4.6,,5.2,,12.8,,0.0,,21.0,,0.0,,21.0,,,,,M,43,
2013-12-30,2013,12,30,‡,6.8,,5.5,,6.2,,11.8,,0.0,,8.6,,0.0,,8.6,,,,,M,39,
2013-12-31,2013,12,31,‡,6.4,,4.0,,5.2,,12.8,,0.0,,0.6,,0.0,,0.6,,,,,M,<31,
2014-01-01,2014,01,01,‡,7.1,,5.6,,6.4,,11.6,,0.0,,4.2,,0.0,,4.2,,,,,M,56,
2014-01-02,2014,01,02,‡,7.1,,1.3,,4.2,,13.8,,0.0,,23.0,,0.0,,23.0,,,,,M,52,
2014-01-03,2014,01,03,‡,6.5,,-0.8,,2.9,,15.1,,0.0,,0.0,T,0.0,,0.0,T,,,,M,35,
2014-01-04,2014,01,04,‡,4.5,,-2.8,,0.9,,17.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-05,2014,01,05,‡,5.1,,-2.9,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,,M,44,
2014-01-06,2014,01,06,‡,5.9,,-1.7,,2.1,,15.9,,0.0,,0.0,,0.0,,0.0,,,,,M,43,
2014-01-07,2014,01,07,‡,6.3,,4.8,,5.6,,12.4,,0.0,,5.8,,0.0,,5.8,,,,,M,57,
2014-01-08,2014,01,08,‡,7.6,,4.0,,5.8,,12.2,,0.0,,11.6,,0.0,,11.6,,,,,M,48,
2014-01-09,2014,01,09,‡,7.3,,1.4,,4.4,,13.6,,0.0,,11.6,,0.0,,11.6,,,,,M,52,
2014-01-10,2014,01,10,‡,6.9,,3.8,,5.4,,12.6,,0.0,,19.2,,0.0,,19.2,,,,,M,76,
2014-01-11,2014,01,11,‡,5.4,,2.5,,4.0,,14.0,,0.0,,36.4,,0.0,,36.4,,,,,M,69,
2014-01-12,2014,01,12,‡,9.0,,2.7,,5.9,,12.1,,0.0,,26.8,,0.0,,26.8,,,,,M,37,
2014-01-13,2014,01,13,‡,10.4,,8.7,,9.6,,8.4,,0.0,,2.8,,0.0,,2.8,,,,,M,43,
2014-01-14,2014,01,14,‡,9.1,,6.4,,7.8,,10.2,,0.0,,2.4,,0.0,,2.4,,,,,M,32,
2014-01-15,2014,01,15,‡,8.9,,7.0,,8.0,,10.0,,0.0,,8.2,,0.0,,8.2,,,,,M,<31,
2014-01-16,2014,01,16,‡,8.2,,5.2,,6.7,,11.3,,0.0,,0.0,T,0.0,,0.0,T,,,,M,35,
2014-01-17,2014,01,17,‡,9.8,,2.3,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,,M,54,
2014-01-18,2014,01,18,‡,8.9,,1.9,,5.4,,12.6,,0.0,,1.2,,0.0,,1.2,,,,,M,50,
2014-01-19,2014,01,19,‡,5.8,,2.0,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-20,2014,01,20,‡,9.2,,0.3,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,,,,M,43,
2014-01-21,2014,01,21,‡,10.1,,3.4,,6.8,,11.2,,0.0,,0.2,,0.0,,0.2,,,,,M,41,
2014-01-22,2014,01,22,‡,8.9,,0.9,,4.9,,13.1,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-01-23,2014,01,23,‡,6.6,,-0.3,,3.2,,14.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-24,2014,01,24,‡,9.6,,-1.2,,4.2,,13.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-25,2014,01,25,‡,9.9,,-1.3,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-26,2014,01,26,‡,5.9,,-2.3,,1.8,,16.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-27,2014,01,27,‡,9.3,,-0.9,,4.2,,13.8,,0.0,,6.0,,0.0,,6.0,,,,,M,37,
2014-01-28,2014,01,28,‡,8.4,,2.5,,5.5,,12.5,,0.0,,3.4,,0.0,,3.4,,,,,M,50,
2014-01-29,2014,01,29,‡,6.9,,2.1,,4.5,,13.5,,0.0,,1.2,,0.0,,1.2,,,,,M,44,
2014-01-30,2014,01,30,‡,6.8,,-1.6,,2.6,,15.4,,0.0,,1.0,,0.0,,1.0,,,,,M,<31,
2014-01-31,2014,01,31,‡,4.6,,-3.9,,0.4,,17.6,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-02-01,2014,02,01,‡,5.2,,-2.3,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-02-02,2014,02,02,‡,5.0,,-2.5,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-02-03,2014,02,03,‡,4.5,,-4.1,,0.2,,17.8,,0.0,,0.0,,0.0,,0.0,,,,,M,35,
2014-02-04,2014,02,04,‡,0.6,,-1.7,,-0.6,,18.6,,0.0,,0.0,,0.0,T,0.0,T,,,,M,56,
2014-02-05,2014,02,05,‡,1.5,,-2.5,,-0.5,,18.5,,0.0,,0.0,,0.0,,0.0,,,,,M,59,
2014-02-06,2014,02,06,‡,0.3,,-8.8,,-4.3,,22.3,,0.0,,0.0,,0.0,,0.0,,,,,M,50,
2014-02-07,2014,02,07,‡,1.6,,-10.9,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,,,,M,41,
2014-02-08,2014,02,08,‡,3.5,,-5.8,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,,,,M,43,
2014-02-09,2014,02,09,‡,4.1,,-10.4,,-3.2,,21.2,,0.0,,0.0,,0.0,,0.0,,,,,M,56,
2014-02-10,2014,02,10,‡,6.0,,1.2,,3.6,,14.4,,0.0,,23.8,,0.0,T,23.8,,,,,M,74,
2014-02-11,2014,02,11,‡,4.7,,-1.2,,1.8,,16.2,,0.0,,23.4,,0.0,,23.4,,,,,M,69,
2014-02-12,2014,02,12,‡,7.7,,0.9,,4.3,,13.7,,0.0,,18.8,,0.0,,18.8,,,,,M,37,
2014-02-13,2014,02,13,‡,9.6,,2.7,,6.2,,11.8,,0.0,,15.6,,0.0,,15.6,,,,,M,50,
2014-02-14,2014,02,14,‡,8.4,,-0.6,,3.9,,14.1,,0.0,,13.6,,0.0,,13.6,,,,,M,56,
2014-02-15,2014,02,15,‡,7.2,,0.5,,3.9,,14.1,,0.0,,3.6,,0.0,,3.6,,,,,M,82,
2014-02-16,2014,02,16,‡,3.4,,-1.7,,0.9,,17.1,,0.0,,17.2,,2.6,,19.8,,0,T,,M,67,
2014-02-17,2014,02,17,‡,6.5,,-1.4,,2.6,,15.4,,0.0,,4.8,,0.0,,4.8,,,,,M,<31,
2014-02-18,2014,02,18,‡,5.2,,-0.5,,2.4,,15.6,,0.0,,11.8,,0.0,,11.8,,,,,M,59,
2014-02-19,2014,02,19,‡,4.3,,-0.3,,2.0,,16.0,,0.0,,5.2,,2.4,,7.6,,0,T,,M,44,
2014-02-20,2014,02,20,‡,5.9,,1.0,,3.5,,14.5,,0.0,,5.2,,0.0,T,5.2,,,,,M,44,
2014-02-21,2014,02,21,‡,4.8,,-2.2,,1.3,,16.7,,0.0,,0.0,,0.0,T,0.0,T,,,,M,<31,
2014-02-22,2014,02,22,‡,1.9,E,-0.3,E,0.8,E,17.2,E,0.0,E,,M,,M,10.4,E,0,T,,M,,M
2014-02-23,2014,02,23,‡,2.7,,0.1,,1.4,,16.6,,0.0,,0.0,,7.0,,7.0,,5,,,M,63,
2014-02-24,2014,02,24,‡,3.4,,0.4,,1.9,,16.1,,0.0,,,M,4.0,,1.2,,4,,,M,57,
2014-02-25,2014,02,25,‡,8.7,,3.4,,6.1,,11.9,,0.0,,0.4,,0.0,,0.4,,,,,M,43,
2014-02-26,2014,02,26,‡,8.8,,-0.3,,4.3,,13.7,,0.0,,1.2,,0.0,,1.2,,,,,M,39,
2014-02-27,2014,02,27,‡,8.7,,0.4,,4.6,,13.4,,0.0,,2.4,,0.0,,2.4,,,,,M,<31,
2014-02-28,2014,02,28,‡,9.1,,0.0,,4.6,,13.4,,0.0,,0.0,,0.0,,0.0,,,,,M,32,
2014-03-01,2014,03,01,‡,5.8,,-0.5,,2.7,,15.3,,0.0,,0.0,,0.0,T,0.0,T,,,,M,46,
2014-03-02,2014,03,02,‡,4.0,,1.1,,2.6,,15.4,,0.0,,1.8,,0.2,,2.0,,,,,M,50,
2014-03-03,2014,03,03,‡,4.6,,-0.5,,2.1,,15.9,,0.0,,0.0,,0.0,T,0.0,T,,,,M,<31,
2014-03-04,2014,03,04,‡,5.8,,-4.2,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-05,2014,03,05,‡,7.5,,2.8,,5.2,,12.8,,0.0,,5.4,,0.0,,5.4,,,,,M,54,
2014-03-06,2014,03,06,‡,9.3,,5.4,,7.4,,10.6,,0.0,,5.8,,0.0,,5.8,,,,,M,37,
2014-03-07,2014,03,07,‡,8.9,,5.9,,7.4,,10.6,,0.0,,12.8,,0.0,,12.8,,,,,M,57,
2014-03-08,2014,03,08,‡,8.0,,6.4,,7.2,,10.8,,0.0,,32.4,,0.0,,32.4,,,,,M,63,
2014-03-09,2014,03,09,‡,11.7,,1.7,,6.7,,11.3,,0.0,,4.4,,0.0,,4.4,,,,,M,63,
2014-03-10,2014,03,10,‡,9.1,,1.1,,5.1,,12.9,,0.0,,2.2,,0.0,,2.2,,,,,M,<31,
2014-03-11,2014,03,11,‡,9.5,,1.0,,5.3,,12.7,,0.0,,1.0,,0.0,,1.0,,,,,M,43,
2014-03-12,2014,03,12,‡,8.5,,1.2,,4.9,,13.1,,0.0,,3.4,,0.0,,3.4,,,,,M,<31,
2014-03-13,2014,03,13,‡,7.9,,-0.3,,3.8,,14.2,,0.0,,1.4,,0.0,,1.4,,,,,M,61,
2014-03-14,2014,03,14,‡,10.9,,2.3,,6.6,,11.4,,0.0,,11.8,,0.0,,11.8,,,,,M,61,
2014-03-15,2014,03,15,‡,8.7,,3.0,,5.9,,12.1,,0.0,,12.4,,0.0,,12.4,,,,,M,63,
2014-03-16,2014,03,16,‡,8.9,,2.0,,5.5,,12.5,,0.0,,13.6,,0.0,,13.6,,,,,M,37,
2014-03-17,2014,03,17,‡,7.0,,-0.2,,3.4,,14.6,,0.0,,5.4,,0.0,T,5.4,,,,,M,<31,
2014-03-18,2014,03,18,‡,7.0,,3.8,,5.4,,12.6,,0.0,,14.2,,0.0,,14.2,,,,,M,32,
2014-03-19,2014,03,19,‡,7.8,,0.1,,4.0,,14.0,,0.0,,11.6,,0.0,,11.6,,,,,M,43,
2014-03-20,2014,03,20,‡,7.6,,-0.4,,3.6,,14.4,,0.0,,4.6,,0.2,,4.8,,,,,M,44,
2014-03-21,2014,03,21,‡,6.9,,-2.3,,2.3,,15.7,,0.0,,2.0,,0.0,,2.0,,,,,M,<31,
2014-03-22,2014,03,22,‡,6.5,,2.6,,4.6,,13.4,,0.0,,9.0,,0.0,,9.0,,,,,M,48,
2014-03-23,2014,03,23,‡,7.8,,-0.3,,3.8,,14.2,,0.0,,0.6,,0.0,,0.6,,,,,M,<31,
2014-03-24,2014,03,24,‡,12.3,,5.3,,8.8,,9.2,,0.0,,4.6,,0.0,,4.6,,,,,M,63,
2014-03-25,2014,03,25,‡,9.9,,7.0,,8.5,,9.5,,0.0,,0.8,,0.0,,0.8,,,,,M,57,
2014-03-26,2014,03,26,‡,11.3,,0.2,,5.8,,12.2,,0.0,,1.2,,0.0,,1.2,,,,,M,<31,
2014-03-27,2014,03,27,‡,12.7,,-2.0,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
